       , intro      , intro      , intro      , intro     
       , out        , silence1   , silence1   , in        
[10:28] , out        , silence1   , silence1   , in        
       , silence1   , silence1   , in         , in        
[10:29] , silence1   , silence1   , in         , in        
       , in         , silence1   , in         , in        
[10:30] , in         , silence1   , in         , in        
       , in         , in         , in         , singHigh  
[10:31] , in         , in         , in         , singHigh  
       , in         , in         , out        , singHigh  
[10:32] , in         , in         , out        , singHigh  
       , singLow    , in         , out        , singHigh  
[10:33] , singLow    , in         , out        , singHigh  
       , singLow    , singLow    , out        , silence1  
[10:34] , singLow    , singLow    , out        , silence1  
       , singLow    , singLow    , silence1   , silence1  
[10:35] , singLow    , singLow    , silence1   , silence1  
       , silence1   , singLow    , in         , silence1  
[10:36] , silence1   , singLow    , in         , silence1  
       , silence1   , silence1   , in         , silence1  
[10:37] , silence1   , silence1   , in         , silence1  
       , silence1   , silence1   , in         , silence1  
[10:38] , silence1   , silence1   , in         , silence1  
       , silence1   , silence1   , humHigh    , in        
[10:39] , silence1   , silence1   , humHigh    , in        
       , silence1   , silence1   , humHigh    , in        
[10:40] , silence1   , silence1   , humHigh    , in        
       , in         , silence1   , humHigh    , in        
[10:41] , in         , silence1   , humHigh    , in        
       , in         , in         , silence1   , humHigh   
[10:42] , in         , in         , silence1   , humHigh   
       , in         , in         , silence1   , humHigh   
[10:43] , in         , in         , silence1   , humHigh   
       , out        , in         , silence1   , humHigh   
[10:44] , out        , in         , silence1   , humHigh   
       , out        , out        , silence1   , silence1  
[10:45] , out        , out        , silence1   , silence1  
       , out        , out        , silence1   , silence1  
[10:46] , out        , out        , silence1   , silence1  
       , silence1   , out        , in         , silence1  
[10:47] , silence1   , out        , in         , silence1  
       , in         , silence1   , in         , silence1  
[10:48] , in         , silence1   , in         , silence1  
       , in         , in         , in         , silence1  
[10:49] , in         , in         , in         , silence1  
       , in         , in         , singLow    , in        
[10:50] , in         , in         , singLow    , in        
       , humLow     , in         , singLow    , in        
[10:51] , humLow     , in         , singLow    , in        
       , humLow     , humHigh    , singLow    , in        
[10:52] , humLow     , humHigh    , singLow    , in        
       , humLow     , humHigh    , silence1   , out       
[10:53] , humLow     , humHigh    , silence1   , out       
       , silence1   , humHigh    , silence1   , out       
[10:54] , silence1   , humHigh    , silence1   , out       
       , silence1   , silence1   , silence1   , out       
[10:55] , silence1   , silence1   , silence1   , out       
       , silence1   , silence1   , silence1   , silence1  
[10:56] , silence1   , silence1   , silence1   , silence1  
       , silence1   , silence1   , silence1   , in        
[10:57] , silence1   , silence1   , silence1   , in        
       , silence1   , silence1   , in         , in        
[10:58] , silence1   , silence1   , in         , in        
       , in         , silence1   , in         , in        
[10:59] , in         , silence1   , in         , in        
       , in         , in         , in         , singLow   
[11: 0] , in         , in         , in         , singLow   
       , in         , in         , singHigh   , singLow   
[11: 1] , in         , in         , singHigh   , singLow   
       , humHigh    , in         , singHigh   , singLow   
[11: 2] , humHigh    , in         , singHigh   , singLow   
       , humHigh    , out        , singHigh   , silence1  
[11: 3] , humHigh    , out        , singHigh   , silence1  
       , humHigh    , out        , silence1   , silence1  
[11: 4] , humHigh    , out        , silence1   , silence1  
       , silence1   , out        , silence1   , silence1  
[11: 5] , silence1   , out        , silence1   , silence1  
       , silence1   , silence1   , silence1   , silence1  
[11: 6] , silence1   , silence1   , silence1   , silence1  
       , silence1   , silence1   , silence1   , silence1  
[11: 7] , silence1   , silence1   , silence1   , silence1  
       , silence1   , silence1   , silence1   , silence1  
[11: 8] , silence1   , silence1   , silence1   , silence1  
       , silence1   , silence1   , silence1   , silence1  
[11: 9] , silence1   , silence1   , silence1   , silence1  
       , silence1   , silence1   , silence1   , silence1  
[11:10] , silence1   , silence1   , silence1   , silence1  
[11:10] , ********** , ********** , ********** , **********
       , inNose     , inNose     , inNose     , inNose    
[11:11] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[11:12] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[11:13] , inNose     , inNose     , inNose     , inNose    
       , outMouth   , outMouth   , outMouth   , outMouth  
[11:14] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[11:15] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[11:16] , outMouth   , outMouth   , outMouth   , outMouth  
       , silence1   , silence1   , silence1   , silence1  
[11:17] , silence1   , silence1   , silence1   , silence1  
       , inNose     , inNose     , inNose     , inNose    
[11:18] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[11:19] , inNose     , inNose     , inNose     , inNose    
       , inNose     , inNose     , inNose     , inNose    
[11:20] , inNose     , inNose     , inNose     , inNose    
       , outMouth   , outMouth   , outMouth   , outMouth  
[11:21] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[11:22] , outMouth   , outMouth   , outMouth   , outMouth  
       , outMouth   , outMouth   , outMouth   , outMouth  
[11:23] , outMouth   , outMouth   , outMouth   , outMouth  
       , silence1   , silence1   , silence1   , silence1  
[11:24] , silence1   , silence1   , silence1   , silence1  
[11:24] , ********** , ********** , ********** , **********
       , snapNow    , snapNow    , snapNow    , snapNow   
[11:25] , snapNow    , snapNow    , snapNow    , snapNow   
       , snapNow    , snapNow    , snapNow    , snapNow   
[11:26] , snapNow    , snapNow    , snapNow    , snapNow   
[11:26] , ********** , ********** , ********** , **********
       , in         , in         , in         , in        
[11:27] , in         , in         , in         , in        
       , in         , in         , in         , in        
[11:28] , in         , in         , in         , in        
       , in         , in         , in         , in        
[11:29] , in         , in         , in         , in        
       , out        , out        , out        , out       
[11:30] , out        , out        , out        , out       
       , out        , out        , out        , out       
[11:31] , out        , out        , out        , out       
       , out        , out        , out        , out       
[11:32] , out        , out        , out        , out       
       , silence5   , silence1   , in         , silence5  
[11:33] , in         , silence1   , in         , in        
       , in         , in         , in         , in        
[11:34] , in         , in         , in         , in        
       , in         , in         , in         , in        
[11:35] , in         , in         , in         , in        
       , in         , in         , humLow     , in        
[11:36] , out        , in         , humLow     , out       
       , out        , out        , humLow     , out       
[11:37] , out        , out        , humLow     , out       
       , out        , out        , humLow     , out       
[11:38] , out        , out        , humLow     , out       
       , out        , out        , silence1   , out       
[11:39] , silence5   , out        , silence1   , silence5  
       , in         , silence1   , silence1   , in        
[11:40] , in         , silence1   , silence1   , in        
       , in         , in         , silence1   , in        
[11:41] , in         , in         , silence1   , in        
       , in         , in         , silence1   , in        
[11:42] , in         , in         , silence1   , in        
       , out        , in         , silence1   , out       
[11:43] , out        , in         , silence1   , out       
       , out        , out        , in         , out       
[11:44] , out        , out        , in         , out       
       , out        , out        , in         , out       
[11:45] , out        , out        , in         , out       
       , silence5   , out        , in         , silence5  
[11:46] , in         , out        , in         , in        
       , in         , silence1   , out        , in        
[11:47] , in         , silence1   , out        , in        
       , in         , in         , out        , in        
[11:48] , in         , in         , out        , in        
       , in         , in         , out        , in        
[11:49] , out        , in         , out        , out       
       , out        , in         , silence1   , out       
[11:50] , out        , in         , silence1   , out       
       , out        , out        , in         , out       
[11:51] , out        , out        , in         , out       
       , out        , out        , in         , out       
[11:52] , silence5   , out        , in         , silence5  
       , in         , out        , in         , in        
[11:53] , in         , out        , in         , in        
       , in         , silence1   , out        , in        
[11:54] , in         , silence1   , out        , in        
       , in         , in         , out        , in        
[11:55] , in         , in         , out        , in        
       , out        , in         , out        , out       
[11:56] , out        , in         , out        , out       
       , out        , in         , silence1   , out       
[11:57] , out        , in         , silence1   , out       
       , out        , out        , in         , out       
[11:58] , out        , out        , in         , out       
       , silence5   , out        , in         , silence5  
[11:59] , in         , out        , in         , in        
       , in         , out        , in         , in        
[12: 0] , in         , out        , in         , in        
       , in         , silence1   , humHigh    , in        
[12: 1] , in         , silence1   , humHigh    , in        
       , in         , in         , humHigh    , in        
[12: 2] , out        , in         , humHigh    , out       
       , out        , in         , humHigh    , out       
[12: 3] , out        , in         , humHigh    , out       
       , out        , in         , silence1   , out       
[12: 4] , out        , in         , silence1   , out       
       , out        , out        , silence1   , out       
[12: 5] , silence5   , out        , silence1   , silence5  
       , in         , out        , silence1   , in        
[12: 6] , in         , out        , silence1   , in        
       , in         , out        , silence1   , in        
[12: 7] , in         , out        , silence1   , in        
       , in         , silence1   , silence1   , in        
[12: 8] , in         , silence1   , silence1   , in        
       , out        , in         , in         , out       
[12: 9] , out        , in         , in         , out       
       , out        , in         , in         , out       
[12:10] , out        , in         , in         , out       
       , out        , in         , in         , out       
[12:11] , out        , in         , in         , out       
       , silence5   , out        , out        , silence5  
[12:12] , in         , out        , out        , in        
       , in         , out        , out        , in        
[12:13] , in         , out        , out        , in        
       , in         , out        , out        , in        
[12:14] , in         , out        , out        , in        
       , in         , silence1   , silence1   , in        
[12:15] , out        , silence1   , silence1   , out       
       , out        , in         , in         , out       
[12:16] , out        , in         , in         , out       
       , out        , in         , in         , out       
[12:17] , out        , in         , in         , out       
       , out        , in         , in         , out       
[12:18] , silence5   , in         , in         , silence5  
       , in         , out        , out        , in        
[12:19] , in         , out        , out        , in        
       , in         , out        , out        , in        
[12:20] , in         , out        , out        , in        
       , in         , out        , out        , in        
[12:21] , in         , out        , out        , in        
       , out        , silence1   , silence1   , out       
[12:22] , out        , silence1   , silence1   , out       
       , out        , in         , in         , out       
[12:23] , out        , in         , in         , out       
       , out        , in         , in         , out       
[12:24] , out        , in         , in         , out       
       , silence5   , in         , in         , silence5  
[12:25] , in         , in         , in         , in        
       , in         , out        , out        , in        
[12:26] , in         , out        , out        , in        
       , in         , out        , out        , in        
[12:27] , in         , out        , out        , in        
       , in         , out        , out        , in        
[12:28] , out        , out        , out        , out       
       , out        , silence1   , silence1   , out       
[12:29] , out        , silence1   , silence1   , out       
       , out        , in         , in         , out       
[12:30] , out        , in         , in         , out       
       , out        , in         , in         , out       
[12:31] , silence5   , in         , in         , silence5  
       , in         , in         , in         , in        
[12:32] , in         , in         , in         , in        
       , in         , out        , out        , in        
[12:33] , in         , out        , out        , in        
       , in         , out        , out        , in        
[12:34] , in         , out        , out        , in        
       , out        , out        , out        , out       
[12:35] , out        , out        , out        , out       
       , out        , silence1   , in         , out       
[12:36] , out        , silence1   , in         , out       
       , out        , in         , in         , out       
[12:37] , out        , in         , in         , out       
       , silence5   , in         , in         , silence5  
[12:38] , in         , in         , in         , in        
       , in         , in         , out        , in        
[12:39] , in         , in         , out        , in        
       , in         , out        , out        , in        
[12:40] , in         , out        , out        , in        
       , in         , out        , out        , in        
[12:41] , out        , out        , out        , out       
       , out        , out        , in         , out       
[12:42] , out        , out        , in         , out       
       , out        , silence1   , in         , out       
[12:43] , out        , silence1   , in         , out       
       , out        , in         , in         , out       
[12:44] , silence5   , in         , in         , silence5  
       , in         , in         , out        , in        
[12:45] , in         , in         , out        , in        
       , in         , in         , out        , in        
[12:46] , in         , in         , out        , in        
       , in         , out        , out        , in        
[12:47] , in         , out        , out        , in        
       , out        , out        , silence1   , out       
[12:48] , out        , out        , silence1   , out       
       , out        , out        , in         , out       
[12:49] , out        , out        , in         , out       
       , out        , silence1   , in         , out       
[12:50] , out        , silence1   , in         , out       
       , silence5   , in         , in         , silence5  
[12:51] , in         , in         , in         , in        
       , in         , in         , out        , in        
[12:52] , in         , in         , out        , in        
       , in         , in         , out        , in        
[12:53] , in         , in         , out        , in        
       , in         , out        , out        , in        
[12:54] , out        , out        , out        , out       
       , out        , out        , clapNow    , out       
[12:55] , out        , out        , clapNow    , out       
       , out        , out        , clapNow    , out       
[12:56] , out        , out        , clapNow    , out       
       , out        , silence1   , clapNow    , out       
[12:57] , silence5   , silence1   , clapNow    , silence5  
       , in         , in         , clapNow    , in        
[12:58] , in         , in         , clapNow    , in        
       , in         , in         , in         , in        
[12:59] , in         , in         , in         , in        
       , in         , in         , in         , in        
[13: 0] , in         , in         , in         , in        
       , clapNow    , clapNow    , in         , clapNow   
[13: 1] , clapNow    , clapNow    , in         , clapNow   
       , clapNow    , clapNow    , hold1      , clapNow   
[13: 2] , clapNow    , clapNow    , hold1      , clapNow   
       , out        , out        , out        , out       
[13: 3] , out        , out        , out        , out       
       , out        , out        , out        , out       
[13: 4] , out        , out        , out        , out       
       , out        , out        , out        , out       
[13: 5] , out        , out        , out        , out       
[13: 5] , ********** , ********** , ********** , **********
       , snapNow    , snapNow    , snapNow    , snapNow   
[13: 6] , snapNow    , snapNow    , snapNow    , snapNow   
       , snapNow    , snapNow    , snapNow    , snapNow   
[13: 7] , snapNow    , snapNow    , snapNow    , snapNow   
[13: 7] , ********** , ********** , ********** , **********
